tick,servidor,tipo,mensagem,timestamp
678,Server-A,ATENDIMENTO,Req 4384 FINALIZADA por Server-A-VEN0032 (0 transferências),1765574680.9710865
678,Server-A,ATENDIMENTO,Req 4387 FINALIZADA por Server-A-VEN0036 (0 transferências),1765574680.9710865
440,Server-C,FALHA_ATENDENTE,Atendente Server-C-SUP0217 (suporte) FALHOU,1765574680.9780064
440,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0348 ENTROU substituindo Server-C-SUP0217,1765574680.9780064
679,Server-A,RECEBIMENTO,Req 4388 (suporte) recebida na fila,1765574680.9833238
679,Server-A,RECEBIMENTO,Req 4389 (suporte) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4390 (suporte) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4391 (vendas) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4392 (suporte) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4393 (vendas) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4394 (vendas) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4395 (suporte) recebida na fila,1765574680.983856
679,Server-A,RECEBIMENTO,Req 4396 (vendas) recebida na fila,1765574680.9854534
679,Server-A,RECEBIMENTO,Req 4397 (vendas) recebida na fila,1765574680.9854534
679,Server-A,RECEBIMENTO,Req 4398 (suporte) recebida na fila,1765574680.9854534
679,Server-A,RECEBIMENTO,Req 4399 (suporte) recebida na fila,1765574680.9854534
679,Server-A,RECEBIMENTO,Req 4400 (vendas) recebida na fila,1765574680.9859707
679,Server-A,RECEBIMENTO,Req 4401 (suporte) recebida na fila,1765574680.9859707
679,Server-A,RECEBIMENTO,Req 4402 (suporte) recebida na fila,1765574680.9859707
679,Server-A,RECEBIMENTO,Req 4403 (vendas) recebida na fila,1765574680.9859707
679,Server-A,RECEBIMENTO,Req 4404 (suporte) recebida na fila,1765574680.9859707
679,Server-A,RECEBIMENTO,Req 4405 (vendas) recebida na fila,1765574680.986987
679,Server-A,RECEBIMENTO,Req 4406 (vendas) recebida na fila,1765574680.986987
679,Server-A,RECEBIMENTO,Req 4407 (suporte) recebida na fila,1765574680.986987
679,Server-A,RECEBIMENTO,Req 4408 (vendas) recebida na fila,1765574680.986987
608,Server-B,FALHA_ATENDENTE,Atendente Server-B-RESERVA-VEN0319 (vendas) FALHOU,1765574680.986987
608,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0342 ENTROU substituindo Server-B-RESERVA-VEN0319,1765574680.986987
679,Server-A,RECEBIMENTO,Req 4409 (vendas) recebida na fila,1765574680.986987
679,Server-A,RECEBIMENTO,Req 4410 (suporte) recebida na fila,1765574680.9880111
679,Server-A,RECEBIMENTO,Req 4411 (vendas) recebida na fila,1765574680.9880111
679,Server-A,ATENDIMENTO,Req 4388 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4389 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4390 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4392 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4395 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4398 FINALIZADA por Server-A-SUP0016 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4399 FINALIZADA por Server-A-SUP0019 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4401 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4402 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4404 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4407 FINALIZADA por Server-A-SUP0025 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4410 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4391 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4393 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4394 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4396 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4397 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4400 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4403 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4405 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4406 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4408 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4409 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574680.988529
679,Server-A,ATENDIMENTO,Req 4411 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574680.988529
441,Server-C,FALHA_ATENDENTE,Atendente Server-C-SUP0320 (suporte) FALHOU,1765574680.990051
441,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0349 ENTROU substituindo Server-C-SUP0320,1765574680.990051
680,Server-A,RECEBIMENTO,Req 4412 (suporte) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4413 (vendas) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4414 (vendas) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4415 (vendas) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4416 (suporte) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4417 (suporte) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4418 (vendas) recebida na fila,1765574681.0002077
680,Server-A,RECEBIMENTO,Req 4419 (vendas) recebida na fila,1765574681.001224
680,Server-A,RECEBIMENTO,Req 4420 (suporte) recebida na fila,1765574681.001224
680,Server-A,RECEBIMENTO,Req 4421 (suporte) recebida na fila,1765574681.001224
680,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0394 (vendas) FALHOU,1765574681.0017424
680,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0247 ENTROU substituindo Server-A-VEN0394,1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4412 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4416 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4417 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4420 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4421 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4413 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4414 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4415 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4418 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574681.0017424
680,Server-A,ATENDIMENTO,Req 4419 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574681.0017424
442,Server-C,FALHA_ATENDENTE,Atendente Server-C-SUP0042 (suporte) FALHOU,1765574681.0022619
442,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0350 ENTROU substituindo Server-C-SUP0042,1765574681.0022619
681,Server-A,RECEBIMENTO,Req 4422 (vendas) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4423 (vendas) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4424 (suporte) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4425 (suporte) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4426 (vendas) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4427 (vendas) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4428 (suporte) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4429 (suporte) recebida na fila,1765574681.0130043
681,Server-A,RECEBIMENTO,Req 4430 (suporte) recebida na fila,1765574681.014023
681,Server-A,RECEBIMENTO,Req 4431 (suporte) recebida na fila,1765574681.014023
681,Server-A,RECEBIMENTO,Req 4432 (suporte) recebida na fila,1765574681.014023
681,Server-A,RECEBIMENTO,Req 4433 (suporte) recebida na fila,1765574681.014023
681,Server-A,RECEBIMENTO,Req 4434 (suporte) recebida na fila,1765574681.014023
681,Server-A,RECEBIMENTO,Req 4435 (vendas) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4436 (suporte) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4437 (suporte) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4438 (suporte) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4439 (vendas) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4440 (suporte) recebida na fila,1765574681.014539
443,Server-C,FALHA_ATENDENTE,Atendente Server-C-VEN0608 (vendas) FALHOU,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4441 (vendas) recebida na fila,1765574681.014539
443,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0351 ENTROU substituindo Server-C-VEN0608,1765574681.014539
443,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-SUP0202 (suporte) FALHOU,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4442 (vendas) recebida na fila,1765574681.014539
443,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0352 ENTROU substituindo Server-C-RESERVA-SUP0202,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4443 (suporte) recebida na fila,1765574681.014539
443,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-VEN0235 (suporte) FALHOU,1765574681.014539
443,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0353 ENTROU substituindo Server-C-RESERVA-VEN0235,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4444 (suporte) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4445 (suporte) recebida na fila,1765574681.014539
681,Server-A,RECEBIMENTO,Req 4446 (suporte) recebida na fila,1765574681.0155537
681,Server-A,RECEBIMENTO,Req 4447 (vendas) recebida na fila,1765574681.0155537
681,Server-A,RECEBIMENTO,Req 4448 (vendas) recebida na fila,1765574681.0155537
681,Server-A,RECEBIMENTO,Req 4449 (vendas) recebida na fila,1765574681.0155537
681,Server-A,RECEBIMENTO,Req 4450 (vendas) recebida na fila,1765574681.0155537
681,Server-A,RECEBIMENTO,Req 4451 (vendas) recebida na fila,1765574681.0155537
681,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0141 (vendas) FALHOU,1765574681.0155537
681,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0248 ENTROU substituindo Server-A-VEN0141,1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4424 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4425 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4428 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4429 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4430 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4431 FINALIZADA por Server-A-SUP0016 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4432 FINALIZADA por Server-A-SUP0019 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4433 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4434 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4436 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4437 FINALIZADA por Server-A-SUP0025 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4438 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4440 FINALIZADA por Server-A-SUP0029 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4443 FINALIZADA por Server-A-SUP0030 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4444 FINALIZADA por Server-A-SUP0032 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4445 FINALIZADA por Server-A-SUP0036 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4446 FINALIZADA por Server-A-SUP0037 (0 transferências),1765574681.0155537
681,Server-A,ATENDIMENTO,Req 4422 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4423 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4426 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4427 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4435 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4439 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4441 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4442 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4447 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4448 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4449 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4450 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574681.0172005
681,Server-A,ATENDIMENTO,Req 4451 FINALIZADA por Server-A-VEN0026 (0 transferências),1765574681.0172005
444,Server-C,FALHA_ATENDENTE,Atendente Server-C-RESERVA-VEN0165 (vendas) FALHOU,1765574681.0270836
444,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0354 ENTROU substituindo Server-C-RESERVA-VEN0165,1765574681.0270836
682,Server-A,RECEBIMENTO,Req 4452 (vendas) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4453 (vendas) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4454 (suporte) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4455 (suporte) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4456 (suporte) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4457 (suporte) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4458 (suporte) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4459 (suporte) recebida na fila,1765574681.0285978
682,Server-A,RECEBIMENTO,Req 4460 (vendas) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4461 (suporte) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4462 (vendas) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4463 (suporte) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4464 (suporte) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4465 (suporte) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4466 (suporte) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4467 (suporte) recebida na fila,1765574681.0302494
682,Server-A,RECEBIMENTO,Req 4468 (vendas) recebida na fila,1765574681.0302494
682,Server-A,FALHA_ATENDENTE,Atendente Server-A-VEN0116 (vendas) FALHOU,1765574681.0302494
682,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-VEN0249 ENTROU substituindo Server-A-VEN0116,1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4454 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4455 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4456 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4457 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4458 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4459 FINALIZADA por Server-A-SUP0016 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4461 FINALIZADA por Server-A-SUP0019 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4463 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4464 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4465 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4466 FINALIZADA por Server-A-SUP0025 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4467 FINALIZADA por Server-A-SUP0028 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4452 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4453 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4460 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4462 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574681.0302494
682,Server-A,ATENDIMENTO,Req 4468 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574681.0302494
612,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0028 (suporte) FALHOU,1765574681.034155
612,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0343 ENTROU substituindo Server-B-SUP0028,1765574681.034155
683,Server-A,RECEBIMENTO,Req 4469 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4470 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4471 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4472 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4473 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4474 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4475 (vendas) recebida na fila,1765574681.0429423
683,Server-A,RECEBIMENTO,Req 4476 (vendas) recebida na fila,1765574681.0446737
683,Server-A,RECEBIMENTO,Req 4477 (vendas) recebida na fila,1765574681.0446737
683,Server-A,RECEBIMENTO,Req 4478 (vendas) recebida na fila,1765574681.0446737
683,Server-A,RECEBIMENTO,Req 4479 (vendas) recebida na fila,1765574681.0446737
683,Server-A,RECEBIMENTO,Req 4480 (vendas) recebida na fila,1765574681.0456905
683,Server-A,RECEBIMENTO,Req 4481 (suporte) recebida na fila,1765574681.0456905
683,Server-A,ATENDIMENTO,Req 4481 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4469 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4470 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4471 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4472 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4473 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4474 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574681.046207
613,Server-B,FALHA_ATENDENTE,Atendente Server-B-VEN0440 (vendas) FALHOU,1765574681.0456905
683,Server-A,ATENDIMENTO,Req 4475 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4476 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4477 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4478 FINALIZADA por Server-A-VEN0020 (0 transferências),1765574681.046207
613,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-SUP0344 ENTROU substituindo Server-B-VEN0440,1765574681.0456905
683,Server-A,ATENDIMENTO,Req 4479 FINALIZADA por Server-A-VEN0023 (0 transferências),1765574681.046207
683,Server-A,ATENDIMENTO,Req 4480 FINALIZADA por Server-A-VEN0025 (0 transferências),1765574681.046207
446,Server-C,FALHA_ATENDENTE,Atendente Server-C-SUP0247 (suporte) FALHOU,1765574681.0507674
446,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-VEN0355 ENTROU substituindo Server-C-SUP0247,1765574681.0507674
446,Server-C,FALHA_ATENDENTE,Atendente Server-C-VEN0643 (vendas) FALHOU,1765574681.0507674
446,Server-C,ENTRADA_ATENDENTE,Atendente Server-C-RESERVA-SUP0356 ENTROU substituindo Server-C-VEN0643,1765574681.0507674
684,Server-A,RECEBIMENTO,Req 4482 (suporte) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4483 (suporte) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4484 (vendas) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4485 (vendas) recebida na fila,1765574681.0572767
614,Server-B,FALHA_ATENDENTE,Atendente Server-B-SUP0291 (suporte) FALHOU,1765574681.0572767
614,Server-B,ENTRADA_ATENDENTE,Atendente Server-B-RESERVA-VEN0345 ENTROU substituindo Server-B-SUP0291,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4486 (suporte) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4487 (vendas) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4488 (vendas) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4489 (vendas) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4490 (vendas) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4491 (suporte) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4492 (suporte) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4493 (suporte) recebida na fila,1765574681.0572767
684,Server-A,RECEBIMENTO,Req 4494 (suporte) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4495 (vendas) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4496 (vendas) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4497 (suporte) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4498 (vendas) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4499 (vendas) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4500 (suporte) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4501 (vendas) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4502 (suporte) recebida na fila,1765574681.059278
684,Server-A,RECEBIMENTO,Req 4503 (suporte) recebida na fila,1765574681.059278
684,Server-A,FALHA_ATENDENTE,Atendente Server-A-SUP0045 (suporte) FALHOU,1765574681.059278
684,Server-A,ENTRADA_ATENDENTE,Atendente Server-A-RESERVA-SUP0250 ENTROU substituindo Server-A-SUP0045,1765574681.059278
684,Server-A,ATENDIMENTO,Req 4482 FINALIZADA por Server-A-SUP0003 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4483 FINALIZADA por Server-A-SUP0008 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4486 FINALIZADA por Server-A-SUP0009 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4491 FINALIZADA por Server-A-SUP0012 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4492 FINALIZADA por Server-A-SUP0015 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4493 FINALIZADA por Server-A-SUP0016 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4494 FINALIZADA por Server-A-SUP0019 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4497 FINALIZADA por Server-A-SUP0021 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4500 FINALIZADA por Server-A-SUP0022 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4502 FINALIZADA por Server-A-SUP0023 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4503 FINALIZADA por Server-A-SUP0025 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4484 FINALIZADA por Server-A-VEN0000 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4485 FINALIZADA por Server-A-VEN0001 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4487 FINALIZADA por Server-A-VEN0003 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4488 FINALIZADA por Server-A-VEN0004 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4489 FINALIZADA por Server-A-VEN0005 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4490 FINALIZADA por Server-A-VEN0010 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4495 FINALIZADA por Server-A-VEN0015 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4496 FINALIZADA por Server-A-VEN0016 (0 transferências),1765574681.0610595
684,Server-A,ATENDIMENTO,Req 4498 FINALIZADA por Server-A-VEN0018 (0 transferências),1765574681.0610595
